Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Country
spotify:track:5YQNjKZofFhlBCIzTVY6rW,私は最強,spotify:artist:6mEQK9m2krja6X1cfsAjfl,Ado,spotify:album:5WStsinR0ZOQRoCI6rQPZA,ウタの歌 ONE PIECE FILM RED,spotify:artist:6mEQK9m2krja6X1cfsAjfl,Ado,8/9/2022,https://i.scdn.co/image/ab67616d0000b273c37dcac99df04be050879c60,1,2,257079,https://p.scdn.co/mp3-preview/245fde1766c2ac1462546d0bcdc416ba274307c0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,JPPO02202252,spotify:user:,2023-04-06T09:41:34Z,0.577,0.864,4,-2.92,1,0.0447,0.208,0,0.355,0.698,96.04,4,JP
spotify:track:2MmgGuQzr0kkiA04lMdPXW,トウキョウ・シャンディ・ランデヴ,"spotify:artist:7LTiBdByoaUd329wCpmMcM, spotify:artist:2c32JruIkUyfdycHmhIph4, spotify:artist:7ctyyNnO9O2dDD8bHjkCAh","MAISONdes, 花譜, ツミキ",spotify:album:4PVGSr28Y12iTfD6QnzAkQ,トウキョウ・シャンディ・ランデヴ,spotify:artist:7LTiBdByoaUd329wCpmMcM,MAISONdes,10/21/2022,https://i.scdn.co/image/ab67616d0000b27343d214ac51fbf9b72c08f3e6,1,1,184766,https://p.scdn.co/mp3-preview/0f38e940c3686628b70a1ffee61eb6111bde4d47?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,JPU902203510,spotify:user:,2023-04-06T09:41:34Z,0.734,0.973,6,-1.789,0,0.0754,0.0435,0.000548,0.0718,0.91,137.024,4,JP
spotify:track:7ajpbW6tBpqUI9foCtwlLw,祝福,spotify:artist:64tJ2EAv1R6UaZqc4iOCyj,YOASOBI,spotify:album:7KS8ZZpgraGBazVoSeX6O4,祝福,spotify:artist:64tJ2EAv1R6UaZqc4iOCyj,YOASOBI,10/1/2022,https://i.scdn.co/image/ab67616d0000b273c5993ff2f059a0a5a7f6270b,1,1,196235,https://p.scdn.co/mp3-preview/37dc29890d0496887a955af3ad4e4481874243c4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,JPP302200613,spotify:user:,2023-04-06T09:41:34Z,0.553,0.958,4,-3.159,0,0.073,0.0186,0.0000308,0.297,0.541,170.045,4,JP
spotify:track:60ReNXcPcsVFd7nUuQw5HZ,ミックスナッツ,spotify:artist:5Vo1hnCRmCM6M4thZCInCj,OFFICIAL HIGE DANDISM,spotify:album:3O9SqecmKFv2ZafPKwahtz,ミックスナッツ,spotify:artist:5Vo1hnCRmCM6M4thZCInCj,OFFICIAL HIGE DANDISM,4/15/2022,https://i.scdn.co/image/ab67616d0000b273e4432f106a0ca7a2088fbb3d,1,1,213438,https://p.scdn.co/mp3-preview/29835f60d950690479753cf1c8c5009b57ae5670?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,JPPC02210469,spotify:user:,2023-04-06T09:41:34Z,0.542,0.918,6,-5.074,1,0.0937,0.0101,0,0.259,0.784,150.094,4,JP
spotify:track:2wgYCc1xORV5CI8psWTroo,ホワイトノイズ,spotify:artist:5Vo1hnCRmCM6M4thZCInCj,OFFICIAL HIGE DANDISM,spotify:album:4BH5aTcmhoVUYOCCfdySmG,ホワイトノイズ,spotify:artist:5Vo1hnCRmCM6M4thZCInCj,OFFICIAL HIGE DANDISM,1/11/2023,https://i.scdn.co/image/ab67616d0000b273c51fc46c18220ed859dab6ed,1,1,254838,https://p.scdn.co/mp3-preview/43c8e5f1191700910aab47c18cac0016d9bbd947?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,JPPC02310056,spotify:user:,2023-04-06T09:41:34Z,0.467,0.908,5,-5.831,0,0.0643,0.000582,0.0000512,0.386,0.477,143.16,4,JP
spotify:track:1sIIlVrnPhrvmTrHtzM7tV,点描の唄,"spotify:artist:4QvgGvpgzgyUOo8Yp8LDm9, spotify:artist:71hQB5jxdNiHk5gzZRhicQ","Mrs. GREEN APPLE, Sonoko Inoue",spotify:album:5enxwo7c4D5mhXp5f56OLy,青と夏,spotify:artist:4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,7/31/2018,https://i.scdn.co/image/ab67616d0000b273b68755a98268d7aa297549d5,1,2,307066,https://p.scdn.co/mp3-preview/70c8075bf7cd12fc498edab4fd786fbfdebd4caf?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,JPPO01802569,spotify:user:,2023-04-06T09:41:34Z,0.502,0.632,0,-4.612,1,0.0273,0.447,0,0.103,0.308,152.014,4,JP
spotify:track:4fsQ0K37TOXa3hEQfjEic1,ANTIFRAGILE,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,spotify:album:3u0ggfmK0vjuHMNdUbtaa9,ANTIFRAGILE,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,10/17/2022,https://i.scdn.co/image/ab67616d0000b273a991995542d50a691b9ae5be,1,2,184444,https://p.scdn.co/mp3-preview/97a1c7e470172e0993f8f65dc109ab9d017d7adc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,87,USA2P2230329,spotify:user:,2023-04-06T09:41:34Z,0.882,0.797,10,-3.299,0,0.0819,0.0821,0,0.113,0.824,105.025,4,JP
spotify:track:51oc6MEsXTpnPn6GOw5VuP,きらり,spotify:artist:6bDWAcdtVR3WHz2xtiIPUi,Fujii Kaze,spotify:album:2OXwORzPU4tm1Skiv6l9KT,Kirari Remixes (Asia Edition),spotify:artist:6bDWAcdtVR3WHz2xtiIPUi,Fujii Kaze,1/14/2022,https://i.scdn.co/image/ab67616d0000b27393f551abf615209c537fb4d4,1,9,231882,https://p.scdn.co/mp3-preview/6eb1cd5a86ee2b232805aa90f3ef75579a0a6fcc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,JPPO02100710,spotify:user:,2023-04-06T09:41:34Z,0.746,0.764,2,-6.833,1,0.0462,0.00803,0,0.357,0.701,116.982,4,JP
spotify:track:2j7GjqDtsKbEhVq0Gw6a5Z,恋だろ,spotify:artist:7jCHrVGjeHUYP2pHv8FOJ3,wacci,spotify:album:6w4UG3KP2TxppJ4QuQeean,suits me! suits you!,spotify:artist:7jCHrVGjeHUYP2pHv8FOJ3,wacci,11/9/2022,https://i.scdn.co/image/ab67616d0000b2734ac2e3b0c4363dbf90cb8b79,1,2,283093,https://p.scdn.co/mp3-preview/84b91bf0b8f22cd699c1aa19b466ad8ae58dc166?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,JPU902201259,spotify:user:,2023-04-06T09:41:34Z,0.599,0.546,4,-6.795,1,0.0333,0.17,0,0.113,0.336,143.91,4,JP
spotify:track:6ts1KCOudfDYXYfyWtq0k1,おもかげ (produced by Vaundy),"spotify:artist:45ft4DyTCEJfQwTBHXpdhM, spotify:artist:0bAsR2unSRpn6BQPEnNlZm, spotify:artist:1qM11R4ylJyQiPJ0DffE9z","milet, Aimer, Lilas Ikuta",spotify:album:3PQH45Tw7K3IzTLsGze9UE,おもかげ (produced by Vaundy),"spotify:artist:45ft4DyTCEJfQwTBHXpdhM, spotify:artist:0bAsR2unSRpn6BQPEnNlZm, spotify:artist:1qM11R4ylJyQiPJ0DffE9z","milet, Aimer, Lilas Ikuta",12/17/2021,https://i.scdn.co/image/ab67616d0000b273ac1a5a83790ba13920affe1e,1,1,188060,https://p.scdn.co/mp3-preview/2b0216cddef3a218a05579285e5e63450fb91dd9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,JPU902104741,spotify:user:,2023-04-06T09:41:34Z,0.488,0.638,8,-4.502,1,0.058,0.0258,0.0000224,0.12,0.713,207.906,4,JP
spotify:track:278JqkBGkjDovOYAwE8TW7,115万キロのフィルム,spotify:artist:5Vo1hnCRmCM6M4thZCInCj,OFFICIAL HIGE DANDISM,spotify:album:0Iz8ByVqKvdlyl77DV3y3p,エスカパレード,spotify:artist:5Vo1hnCRmCM6M4thZCInCj,OFFICIAL HIGE DANDISM,4/11/2018,https://i.scdn.co/image/ab67616d0000b273981e918d799daf9eb7e72ac1,1,1,324633,https://p.scdn.co/mp3-preview/0016b7c1aaa2ccfb0ea772ead06a43d24d617125?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,JPC841800601,spotify:user:,2023-04-06T09:41:34Z,0.516,0.791,3,-1.927,1,0.0318,0.00345,0,0.141,0.48,96.921,4,JP
spotify:track:16yajBS7lk0QAa5CZnTHo9,本当はね、,spotify:artist:3VVMRDGpbQR2SK9nHX3DW5,yangskinny,spotify:album:6PuiGsnDm2d8zKPkK9Iq1e,歌にしてしまえば、どんなことでも許されると思っていた,spotify:artist:3VVMRDGpbQR2SK9nHX3DW5,yangskinny,3/15/2023,https://i.scdn.co/image/ab67616d0000b27333d127d38a5cd9de2c2079c1,1,3,201973,https://p.scdn.co/mp3-preview/9e197e735e4acf03d85592b1d913a2506a247aea?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,JPVI02202936,spotify:user:,2023-04-06T09:41:34Z,0.554,0.779,11,-5.225,1,0.0487,0.245,0.00000543,0.116,0.861,102.123,4,JP
spotify:track:1RChlirFdgtS1ZPH45dJX0,もう一度,spotify:artist:0B1ce3uNrzkdm76NXI4mhX,Tani Yuuki,spotify:album:1DceuvwdLYSdS4V50pg2ey,もう一度,spotify:artist:0B1ce3uNrzkdm76NXI4mhX,Tani Yuuki,9/21/2022,https://i.scdn.co/image/ab67616d0000b27352340e9f15752954a34b7dff,1,1,250766,https://p.scdn.co/mp3-preview/672e874a5ec20382d7ffa218064255ed14de589d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,TCJPS2296262,spotify:user:,2023-04-06T09:41:34Z,0.571,0.724,11,-5.381,1,0.0381,0.00408,0,0.361,0.315,131.975,4,JP
spotify:track:1zd35Y44Blc1CwwVbW3Qnk,群青,spotify:artist:64tJ2EAv1R6UaZqc4iOCyj,YOASOBI,spotify:album:1xhO0GSoezdPJcSuNe1ySv,THE BOOK,spotify:artist:64tJ2EAv1R6UaZqc4iOCyj,YOASOBI,1/6/2021,https://i.scdn.co/image/ab67616d0000b273684d81c9356531f2a456b1c1,1,6,248026,https://p.scdn.co/mp3-preview/f67cf85e03cb398406ba18b41e7263b044ce6e86?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,74,JPP302000468,spotify:user:,2023-04-06T09:41:34Z,0.725,0.853,10,-3.193,1,0.0516,0.305,0,0.115,0.707,134.991,4,JP
spotify:track:37xJCjdzJ17S1jCDz3GwsB,Boom Boom Back,spotify:artist:4wCW8kZ8LL7QIdcE8EOKPP,BE:FIRST,spotify:album:6LVDreY2ztRLwqdkjcBjnd,Boom Boom Back,spotify:artist:4wCW8kZ8LL7QIdcE8EOKPP,BE:FIRST,2/13/2023,https://i.scdn.co/image/ab67616d0000b273b42714a53a2a0d174bda655a,1,1,188400,https://p.scdn.co/mp3-preview/b37006a8af85d58ee9f0e35ae71058f01ac64b21?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,JPB602300190,spotify:user:,2023-04-06T09:41:34Z,0.786,0.776,5,-4.553,0,0.0614,0.0484,0,0.0593,0.647,100.006,4,JP
spotify:track:2uMNMcjjUz8oNIxjIu20qE,Habit,spotify:artist:7HwzlRPa9Ad0I8rK0FPzzK,SEKAI NO OWARI,spotify:album:690rpRAbQW5LNPrbP27M9U,Habit,spotify:artist:7HwzlRPa9Ad0I8rK0FPzzK,SEKAI NO OWARI,4/28/2022,https://i.scdn.co/image/ab67616d0000b2733e94f2b2c3303120be19210b,1,1,253153,https://p.scdn.co/mp3-preview/f5dea2bf26d9979eb8adff4e0d42a1813d4f8c7c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,JPPO02201022,spotify:user:,2023-04-06T09:41:34Z,0.749,0.85,10,-5.39,0,0.126,0.203,0,0.18,0.912,117.968,4,JP
spotify:track:3BjCtb7zq4Nn1riQhneMwo,TURN IT UP - feat. Candee & ZOT on the WAVE,"spotify:artist:4dEHIhldHT2U8CMQ6nNgDT, spotify:artist:1L9s7TypQNTxmJ12OuG2yR, spotify:artist:0qMwn0A1NkYRIo8jyOMygH","LANA, Candee, ZOT on the WAVE",spotify:album:5gTvyYgUsKQ6UwUdavwn5z,TURN IT UP (feat. Candee & ZOT on the WAVE),spotify:artist:4dEHIhldHT2U8CMQ6nNgDT,LANA,2/1/2023,https://i.scdn.co/image/ab67616d0000b2737f482956521db2b389203930,1,1,193039,https://p.scdn.co/mp3-preview/609990bd12ca5a2bf154ce3a6b14b2d9a07e0d53?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,JPB602300321,spotify:user:,2023-04-06T09:41:34Z,0.85,0.738,0,-5.178,0,0.0683,0.0645,0,0.19,0.538,140.06,4,JP
spotify:track:0J0P8iSE6l3pYHbUdNFYdS,カメレオン,spotify:artist:6wxfx1yhyqjCPYwwxJktR2,King Gnu,spotify:album:2dZ3LDlFGj0D4dvb1iDx7z,カメレオン,spotify:artist:6wxfx1yhyqjCPYwwxJktR2,King Gnu,2/28/2022,https://i.scdn.co/image/ab67616d0000b2736e73d28366be9eef6ddb8526,1,1,193990,https://p.scdn.co/mp3-preview/fd192465c244dc12aa502d927a3a9bd8f975e622?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,JPU902200233,spotify:user:,2023-04-06T09:41:34Z,0.628,0.533,0,-7.235,1,0.0417,0.643,0,0.0733,0.459,79.953,4,JP
spotify:track:1TXhBe3DnaOFc7onTbEoiB,セブンティーン,spotify:artist:64tJ2EAv1R6UaZqc4iOCyj,YOASOBI,spotify:album:2XGJwl5zpqPTmtLAPy2rr6,セブンティーン,spotify:artist:64tJ2EAv1R6UaZqc4iOCyj,YOASOBI,3/27/2023,https://i.scdn.co/image/ab67616d0000b2737f63f3d6c8b925a74145eb24,1,1,199585,https://p.scdn.co/mp3-preview/5aa51d4bb88fc9926603d96cba2839cd9f06fc59?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,66,JPP302300175,spotify:user:,2023-04-06T09:41:34Z,0.71,0.871,5,-3.426,0,0.0624,0.0776,0.0000151,0.0183,0.78,139.977,4,JP
spotify:track:6IO5nn84TKArsi3cjpIqaD,Mela!,spotify:artist:4SJ7qRgJYNXB9Yttzs4aSa,Ryokuoushoku Shakai,spotify:album:1a6MAP1V8kZfvmLFzhn0QG,Mela!,spotify:artist:4SJ7qRgJYNXB9Yttzs4aSa,Ryokuoushoku Shakai,4/13/2020,https://i.scdn.co/image/ab67616d0000b273c753d46683786eed63d41a90,1,1,242066,https://p.scdn.co/mp3-preview/d30b12b4f112e5789baa1e3aec8fb40d8855c499?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,JPU902000634,spotify:user:,2023-04-06T09:41:34Z,0.619,0.941,8,-1.618,1,0.0584,0.0439,0.0000173,0.318,0.624,137.967,4,JP
spotify:track:7v8wKvNQQIxkugCFFjrkaO,残響散歌,spotify:artist:0bAsR2unSRpn6BQPEnNlZm,Aimer,spotify:album:1gfSftIuafqkGu28ely5z6,残響散歌,spotify:artist:0bAsR2unSRpn6BQPEnNlZm,Aimer,12/6/2021,https://i.scdn.co/image/ab67616d0000b27310179936604a42f16280835e,1,1,184893,https://p.scdn.co/mp3-preview/3061d9bf1be9150ed8b1ddd51d3cc2d8f9d81b33?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,77,JPU902104729,spotify:user:,2023-04-06T09:41:34Z,0.367,0.896,11,-4.002,1,0.091,0.000627,0,0.207,0.38,170.863,4,JP
spotify:track:21xglza52MZF3At9wsC5HD,MOONLIGHT SUNRISE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,TWICE,spotify:album:7MSkU2pVl6Z3QxDNMJUn1T,READY TO BE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,TWICE,3/10/2023,https://i.scdn.co/image/ab67616d0000b2736997d60d0d2319c7a2a7025b,1,2,180320,https://p.scdn.co/mp3-preview/9047e19ad0421f2a33b1711fdab3ae06a93e530b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,65,US5TA2200206,spotify:user:,2023-04-06T09:41:34Z,0.747,0.782,1,-3.255,1,0.0622,0.384,0.00000212,0.0862,0.6,125.062,4,JP
spotify:track:0o9zmvc5f3EFApU52PPIyW,Shinunoga E-Wa,spotify:artist:6bDWAcdtVR3WHz2xtiIPUi,Fujii Kaze,spotify:album:1OojCidx0eoPKch2M0Kz31,HELP EVER HURT NEVER,spotify:artist:6bDWAcdtVR3WHz2xtiIPUi,Fujii Kaze,5/20/2020,https://i.scdn.co/image/ab67616d0000b27322805a1b17e41ae357bd98bc,1,8,185573,https://p.scdn.co/mp3-preview/cd53b0b8fb31048f35588cdf0c4c57a4980b874d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,86,JPPO02000610,spotify:user:,2023-04-06T09:41:34Z,0.6,0.76,6,-6.124,0,0.0452,0.166,0.0000409,0.189,0.519,158.078,4,JP
spotify:track:4taclmQm9wFcK4dKQjR5ny,All Night,"spotify:artist:0Dvx6p8JDyzeOPGmaCIH1L, spotify:artist:3CJKkU0XuElRT1z8rEtIYg","RAF Camora, Luciano",spotify:album:5YX1KuyERTN67FxoqcLUQm,All Night,"spotify:artist:0Dvx6p8JDyzeOPGmaCIH1L, spotify:artist:3CJKkU0XuElRT1z8rEtIYg","RAF Camora, Luciano",3/31/2023,https://i.scdn.co/image/ab67616d0000b2731720aab3da95b707a8099c63,1,1,153674,https://p.scdn.co/mp3-preview/b4a533cea426b20a45ec6571f3deec303ed43d80?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,DEQ022371176,spotify:user:,2023-04-06T09:41:40Z,0.618,0.84,9,-6.213,0,0.164,0.0822,0.368,0.275,0.514,97.704,3,GM
spotify:track:3pyvUdSZvgrmZbXcEsL2bs,Breaking your heart,spotify:artist:1qQLhymHXFPtP5U8KNKsm6,Apache 207,spotify:album:55wIIBndlS3o541UqLLdrg,Breaking your heart,spotify:artist:1qQLhymHXFPtP5U8KNKsm6,Apache 207,3/31/2023,https://i.scdn.co/image/ab67616d0000b27381b4223d92c0c748df62e45a,1,1,170579,,FALSE,74,DEKF22300271,spotify:user:,2023-04-06T09:41:40Z,0.701,0.857,0,-4.667,0,0.0432,0.0337,0.0000883,0.122,0.232,164.965,4,GM
spotify:track:7oQepKHmXDaPC3rgeLRvQu,Komet,"spotify:artist:7iWcRnQMinCoV2u5ICgsW0, spotify:artist:1qQLhymHXFPtP5U8KNKsm6","Udo Lindenberg, Apache 207",spotify:album:2XWoQ5VUcmGYL1025mZ5dO,Komet,"spotify:artist:7iWcRnQMinCoV2u5ICgsW0, spotify:artist:1qQLhymHXFPtP5U8KNKsm6","Udo Lindenberg, Apache 207",1/19/2023,https://i.scdn.co/image/ab67616d0000b2738945d66b89a2fefd8e6b2181,1,1,167356,https://p.scdn.co/mp3-preview/450cf5a4a24f4398a671a8e4733ae551730d4d70?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,84,DEA622202192,spotify:user:,2023-04-06T09:41:40Z,0.55,0.5,7,-5.779,0,0.045,0.285,0,0.116,0.351,115.016,4,GM
spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Flowers,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,spotify:album:0HiZ8fNXwJOQcrf5iflrdz,Endless Summer Vacation,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,3/10/2023,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46,1,1,200600,https://p.scdn.co/mp3-preview/5184d19d1b7fcc3e7c067e38af45a7cc80851440?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,89,USSM12209777,spotify:user:,2023-04-06T09:41:40Z,0.707,0.681,0,-4.325,1,0.0668,0.0632,0.00000515,0.0322,0.646,117.999,4,GM
spotify:track:561jH07mF1jHuk7KlaeF0s,Mockingbird,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:album:1kTlYbs28MXw7hwO0NLYif,Encore (Deluxe Version),spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,11/12/2004,https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023,1,16,250760,https://p.scdn.co/mp3-preview/43887419c9301358d28b7d487dfeb078f9668a6a?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,91,USIR10400813,spotify:user:,2023-04-06T09:41:40Z,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,4,GM
spotify:track:1rDfZwXzeotPuDtBJotaK1,SHOOT,spotify:artist:1ul8iLt2WnFe2UIyovjg7q,reezy,spotify:album:4zFoohHusRIEUKY6f3OimL,SHOOT,spotify:artist:1ul8iLt2WnFe2UIyovjg7q,reezy,3/24/2023,https://i.scdn.co/image/ab67616d0000b273e898a248fc70c55582231e71,1,1,159869,https://p.scdn.co/mp3-preview/00651b2d303ce2e5860f504f4f95337465009264?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,74,DEKF22300239,spotify:user:,2023-04-06T09:41:40Z,0.78,0.574,4,-7.418,0,0.102,0.103,0,0.135,0.425,137.034,4,GM
spotify:track:6WnIsfCuNqrlngROXGVe1W,Was mir gefällt,spotify:artist:2rEVnwCPBeGkWMv425KoG1,AYLIVA,spotify:album:1JK0xNjVPJLAgH81xYY76Z,Was mir gefällt,spotify:artist:2rEVnwCPBeGkWMv425KoG1,AYLIVA,3/17/2023,https://i.scdn.co/image/ab67616d0000b273b21b4d5c73cc5781628fd875,1,1,138207,https://p.scdn.co/mp3-preview/a5cf327290fe025d63ad3979e2b996b36885eb44?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,DEA622300325,spotify:user:,2023-04-06T09:41:40Z,0.828,0.716,5,-7.674,0,0.0534,0.0481,0.0035,0.192,0.588,120.041,4,GM
spotify:track:7DyDjhZMEIK5Ied4juTCyc,Sie weiß (feat. Mero),"spotify:artist:2rEVnwCPBeGkWMv425KoG1, spotify:artist:5wyWp867LWGjFmYZXVSFnZ","AYLIVA, MERO",spotify:album:3ixrTwmXyX8EByoYXCEhpX,Sie weiß (feat. Mero),"spotify:artist:2rEVnwCPBeGkWMv425KoG1, spotify:artist:5wyWp867LWGjFmYZXVSFnZ","AYLIVA, MERO",1/6/2023,https://i.scdn.co/image/ab67616d0000b273e9a48bf583d23ef54caa967c,1,1,151319,https://p.scdn.co/mp3-preview/0bcd3f0a794715f8c04895a2a8090d9149897d5a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,DEA622202165,spotify:user:,2023-04-06T09:41:40Z,0.792,0.679,9,-5.516,0,0.041,0.517,0.0000149,0.0962,0.204,119.932,4,GM
spotify:track:2lY7A3rzOAtqUU99dLosiS,GELD MACHEN JUNG,spotify:artist:5j21TGkrNEAJe3gG9VlS34,Shindy,spotify:album:16sYFXv7O75vn4pvsRmVyx,GELD MACHEN JUNG,spotify:artist:5j21TGkrNEAJe3gG9VlS34,Shindy,3/31/2023,https://i.scdn.co/image/ab67616d0000b2738f65000093db6c86ac85b74b,1,1,156752,https://p.scdn.co/mp3-preview/f9d4623a522a271e0e097403c303766ad1039153?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,71,DE1FO2200005,spotify:user:,2023-04-06T09:41:40Z,0.887,0.435,1,-5.479,1,0.12,0.0117,0.0022,0.103,0.0686,92.967,4,GM
spotify:track:5qDzKUTHCUiKhewBa9STsE,Auf die Party,"spotify:artist:7oWrEQO1d3klp0Qrfh7a5h, spotify:artist:3XZewrXpRQqqCMuUMAIhvN","badmómzjay, Domiziana",spotify:album:57Mo2UNrJR14lhdZU5WXbt,Auf die Party,"spotify:artist:7oWrEQO1d3klp0Qrfh7a5h, spotify:artist:3XZewrXpRQqqCMuUMAIhvN","badmómzjay, Domiziana",3/9/2023,https://i.scdn.co/image/ab67616d0000b27360b627592a065b3f9213c6e2,1,1,164199,https://p.scdn.co/mp3-preview/1d1c2a1f9728664951b42e62902ee4c8b4a58a8c?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,76,DECE72202214,spotify:user:,2023-04-06T09:41:40Z,0.83,0.615,9,-9.064,0,0.251,0.119,0.000057,0.135,0.7,150.117,4,GM
spotify:track:7sJNeWTXkZCEC7OnFMpGWL,Bamba (feat. Aitch & BIA),"spotify:artist:3CJKkU0XuElRT1z8rEtIYg, spotify:artist:2PJEagPIxaBugeMjIyKVXF, spotify:artist:6veh5zbFpm31XsPdjBgPER","Luciano, Aitch, BIA",spotify:album:7qNuJ1DoCy9au1vdip0f7o,Majestic,spotify:artist:3CJKkU0XuElRT1z8rEtIYg,Luciano,9/29/2022,https://i.scdn.co/image/ab67616d0000b27348064ef6df8fad8a52219c32,1,4,203560,https://p.scdn.co/mp3-preview/06acbd8514ac0dd1e955f44c496a551b7fffbe02?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,74,DECE72202389,spotify:user:,2023-04-06T09:41:40Z,0.797,0.791,10,-6.281,1,0.33,0.119,0,0.113,0.828,138.026,4,GM
spotify:track:7AyE8MRf4dIK75mqqpks9S,Mangos mit Chili,spotify:artist:2kS9NyuATpYwjeB93h24H5,Nina Chuba,spotify:album:1oMWwWSqcGxpn2YhsYkNt6,Glas,spotify:artist:2kS9NyuATpYwjeB93h24H5,Nina Chuba,2/24/2023,https://i.scdn.co/image/ab67616d0000b2739ac00fcabc982b2e03987247,1,1,134887,https://p.scdn.co/mp3-preview/b38e82a1cd7b9819fc8f9e09ddbf18492e194fe2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,DEE862201561,spotify:user:,2023-04-06T09:41:40Z,0.888,0.607,10,-5.632,0,0.165,0.147,0,0.111,0.728,103.136,4,GM
spotify:track:2Ia00WxA3ZINDzmj6rnsZF,DIESES EINE MAL,"spotify:artist:07SFzTMeYf5P8Rd32a9Zzw, spotify:artist:4Yttlv9ndGjCDCVLqM7ACq, spotify:artist:4lDiJcOJ2GLCK6p9q5BgfK","AK AUSSERKONTROLLE, Sido, Kontra K",spotify:album:2mm9MvJe7UhHpDZBvdM0R8,BLACKOUT,spotify:artist:07SFzTMeYf5P8Rd32a9Zzw,AK AUSSERKONTROLLE,3/30/2023,https://i.scdn.co/image/ab67616d0000b273acd372a89d552d03be725774,1,10,180266,https://p.scdn.co/mp3-preview/835ddfbedf2d483d6eff6bd86ed7a385a4a5fbc4?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,65,DECE72300439,spotify:user:,2023-04-06T09:41:40Z,0.803,0.618,10,-7.66,0,0.176,0.0927,0,0.141,0.429,99.937,4,GM
