Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Country
spotify:track:4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:64M6ah0SkkRsnPGtGiRAbb","David Guetta, Bebe Rexha",spotify:album:7M842DMhYVALrXsw3ty7B3,I'm Good (Blue),"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:64M6ah0SkkRsnPGtGiRAbb","David Guetta, Bebe Rexha",8/26/2022,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4,1,1,175238,https://p.scdn.co/mp3-preview/c1de960c1a98f7ab652331e5223c50baba75c460?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,95,UKWLG2200055,spotify:user:,2023-04-06T09:41:40Z,0.561,0.965,7,-3.673,0,0.0343,0.00383,0.00000707,0.371,0.304,128.04,4,GM
spotify:track:0zKbDrEXKpnExhGQRe9dxt,Lay Low,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,spotify:album:0EYKSXXTsON8ZA95BuCoXn,Lay Low,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,1/6/2023,https://i.scdn.co/image/ab67616d0000b273c8fdaf1b33263d88246ba90a,1,1,153442,https://p.scdn.co/mp3-preview/d4e0715dc213858f53a104ee498944a0d759b6cb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,85,NLZ542202348,spotify:user:,2023-04-06T09:41:40Z,0.534,0.855,1,-4.923,0,0.183,0.0607,0.000263,0.346,0.42,122.06,4,GM
spotify:track:4YxZQd3I4rj1nqkXgvpCk4,Zukunft Pink (feat. Inéz),"spotify:artist:6rqlONGmPuP2wJVSfliLBI, spotify:artist:6zBax4hSAI1BJYgwF61EP5","Peter Fox, Inéz",spotify:album:0oCAC1DmJcWxPjs55uJl6D,Zukunft Pink (feat. Inéz),"spotify:artist:6rqlONGmPuP2wJVSfliLBI, spotify:artist:6zBax4hSAI1BJYgwF61EP5","Peter Fox, Inéz",10/20/2022,https://i.scdn.co/image/ab67616d0000b273c69f53f035bf420d10b47d6f,1,1,230829,https://p.scdn.co/mp3-preview/569b10ff24074b2b0905f38911cee2a3cf0ef733?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,77,DEA622201528,spotify:user:,2023-04-06T09:41:40Z,0.903,0.719,1,-8.054,1,0.052,0.514,0.0000767,0.743,0.639,118.036,4,GM
spotify:track:3Q35KhcRKjvQYRJqj4Rkis,Glizzy,"spotify:artist:4sVieJlKgpZ2k9ESNS5IdN, spotify:artist:3pjq2pDV9RR6VY55wBjVnp","Jamule, Dardan",spotify:album:3yyAlMnpUSGMH4JB4L3Oq6,Glizzy,"spotify:artist:4sVieJlKgpZ2k9ESNS5IdN, spotify:artist:3pjq2pDV9RR6VY55wBjVnp","Jamule, Dardan",3/30/2023,https://i.scdn.co/image/ab67616d0000b273b5fdf2415c98e60347162fc3,1,1,187431,https://p.scdn.co/mp3-preview/dafe1d1137d5e527c635c37581be317bb00b1e9e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,DECE72300652,spotify:user:,2023-04-06T09:41:40Z,0.778,0.511,8,-6.111,1,0.07,0.0164,0.000596,0.106,0.246,98.066,4,GM
spotify:track:5CvAzdenlzv3ImMcG7awJV,Peter Pan,"spotify:artist:77puYb4Nubacm3PAzkY1UQ, spotify:artist:3tN4jv8IaO9UAKTWqpXaV4","Julian Sommer, Mia Julia",spotify:album:6z3sGEQXxPO0lx5SOWGHgn,Peter Pan,"spotify:artist:77puYb4Nubacm3PAzkY1UQ, spotify:artist:3tN4jv8IaO9UAKTWqpXaV4","Julian Sommer, Mia Julia",3/23/2023,https://i.scdn.co/image/ab67616d0000b273fea2da0a0228ed04542614d0,1,1,210869,https://p.scdn.co/mp3-preview/092cc4080725a4451e576e4c0743cada5f6e8e2d?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,69,DEUM72301260,spotify:user:,2023-04-06T09:41:40Z,0.68,0.956,4,-1.95,0,0.172,0.0771,0,0.36,0.512,137.939,4,GM
spotify:track:6LBmaJYwbLHfQwIreMCLlw,Wildberry Lillet,spotify:artist:2kS9NyuATpYwjeB93h24H5,Nina Chuba,spotify:album:1oMWwWSqcGxpn2YhsYkNt6,Glas,spotify:artist:2kS9NyuATpYwjeB93h24H5,Nina Chuba,2/24/2023,https://i.scdn.co/image/ab67616d0000b2739ac00fcabc982b2e03987247,1,2,131999,https://p.scdn.co/mp3-preview/4a9505a3530d790c56bf64623903e7e9d848bc75?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,DEE862201008,spotify:user:,2023-04-06T09:41:40Z,0.892,0.503,6,-7.086,0,0.178,0.0642,0,0.102,0.615,139.928,4,GM
spotify:track:1ZKMMvWLhxXlk7VXqS7YRG,PASS AUF,spotify:artist:1Wic7dyEeEpQXDBbDf6HKm,HoodBlaq,spotify:album:0EwK4GJ6Gy9qnNFwnnuHu0,PASS AUF,spotify:artist:1Wic7dyEeEpQXDBbDf6HKm,HoodBlaq,3/24/2023,https://i.scdn.co/image/ab67616d0000b2733f120bbf5badf1f407a53172,1,1,205993,https://p.scdn.co/mp3-preview/6f13a5c23a4663d0c59d899565055f479e16343b?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,71,DEKF22300053,spotify:user:,2023-04-06T09:41:40Z,0.616,0.646,3,-5.349,0,0.0662,0.158,0,0.176,0.231,124.772,4,GM
spotify:track:2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),"spotify:artist:0iEtIxbK0KxaSlF7G42ZOp, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ, spotify:artist:1URnnhqYAYcrqrcwql10ft","Metro Boomin, The Weeknd, 21 Savage",spotify:album:7txGsnDSqVMoRl6RQ9XyZP,HEROES & VILLAINS,spotify:artist:0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,12/2/2022,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,1,10,221520,https://p.scdn.co/mp3-preview/adc5d059e4ccc40bbad75f3844eb03546d9ab05a?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,96,USUG12208791,spotify:user:,2023-04-06T09:41:40Z,0.715,0.62,1,-6.005,0,0.0484,0.417,0,0.0822,0.172,97.95,4,GM
spotify:track:4NSjJM4RhFYYck8de4YsTb,SUPERMODEL,spotify:artist:07SFzTMeYf5P8Rd32a9Zzw,AK AUSSERKONTROLLE,spotify:album:2mm9MvJe7UhHpDZBvdM0R8,BLACKOUT,spotify:artist:07SFzTMeYf5P8Rd32a9Zzw,AK AUSSERKONTROLLE,3/30/2023,https://i.scdn.co/image/ab67616d0000b273acd372a89d552d03be725774,1,14,129946,https://p.scdn.co/mp3-preview/180d10043c006f82ec781a4c59062d07fe227aa8?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,58,DECE72300442,spotify:user:,2023-04-06T09:41:40Z,0.913,0.616,7,-8.236,1,0.0809,0.608,0,0.116,0.59,120.068,4,GM
spotify:track:6sizQj16amSoj5iXMDCx5J,Hallow Kitty,"spotify:artist:4H9W4cb3X0qRpv87yKV7fV, spotify:artist:42RwQlOWDVzGRQVa61O8VV","Kwam.E, OVE",spotify:album:2xsLhRzerB4ovi3Sx8T7Gy,Hallow Kitty,"spotify:artist:4H9W4cb3X0qRpv87yKV7fV, spotify:artist:42RwQlOWDVzGRQVa61O8VV","Kwam.E, OVE",3/3/2023,https://i.scdn.co/image/ab67616d0000b27369729c6e325f837cd94f3b0d,1,1,207428,https://p.scdn.co/mp3-preview/0576efcb9d4dda8cc729d19eacf3c5c0663d635d?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,70,CH7812346538,spotify:user:,2023-04-06T09:41:40Z,0.933,0.522,1,-7.142,1,0.579,0.0243,0,0.131,0.624,140.166,5,GM
spotify:track:4AzR20u5TiZVR4932QbGTt,Diamond Ring,spotify:artist:1E8mXBWN7AXZCOPYbOky4J,Jazeek,spotify:album:3eGfcq0oJoXrOR9KmIuNqd,Diamond Ring,spotify:artist:1E8mXBWN7AXZCOPYbOky4J,Jazeek,3/24/2023,https://i.scdn.co/image/ab67616d0000b273b668a674e59f101b538c0dca,1,1,130707,https://p.scdn.co/mp3-preview/ee08bee47e2c036fc3b026ee76e7ffe1007ab0d8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,DECE72300600,spotify:user:,2023-04-06T09:41:40Z,0.751,0.378,1,-5.647,1,0.42,0.307,0.00207,0.103,0.517,89.41,4,GM
spotify:track:5mHdCZtVyb4DcJw8799hZp,Escapism.,"spotify:artist:5KKpBU5eC2tJDzf0wmlRp2, spotify:artist:12Zk1DFhCbHY6v3xep2ZjI","RAYE, 070 Shake",spotify:album:3U8n8LzBx2o9gYXvvNq4uH,My 21st Century Blues,spotify:artist:5KKpBU5eC2tJDzf0wmlRp2,RAYE,2/3/2023,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f,1,5,272373,https://p.scdn.co/mp3-preview/8a8fcaf9ddf050562048d1632ddc880c9ce7c972?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,81,QMDA62217995,spotify:user:,2023-04-06T09:41:40Z,0.538,0.742,2,-5.355,1,0.114,0.138,0.0000467,0.0934,0.25,96.107,4,GM
spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Another Love,spotify:artist:2txHhyCwHjUEpJjWrEyqyX,Tom Odell,spotify:album:0KGBW1MQtC2aFPCDUdAkdJ,Long Way Down,spotify:artist:2txHhyCwHjUEpJjWrEyqyX,Tom Odell,6/17/2013,https://i.scdn.co/image/ab67616d0000b2731b51f809c31f0d98f67c0b7d,1,3,244360,https://p.scdn.co/mp3-preview/0369cb748bc968ffd34fb4ac60f5403f2aad032f?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,62,GBARL1300107,spotify:user:,2023-04-06T09:41:40Z,0.442,0.538,4,-8.55,0,0.0451,0.717,0.0000295,0.09,0.139,122.758,4,GM
spotify:track:4atLPkcljMp14JBaigYFKC,We Are The People - southstar Remix,"spotify:artist:67hb7towEyKvt5Z8Bx306c, spotify:artist:1GVuCyb4PlArufUZDUnRQi","Empire of the Sun, southstar",spotify:album:6NB6yrLJKj7nlP1vUWcVPA,We Are The People (southstar Remix),"spotify:artist:67hb7towEyKvt5Z8Bx306c, spotify:artist:1GVuCyb4PlArufUZDUnRQi","Empire of the Sun, southstar",2/17/2023,https://i.scdn.co/image/ab67616d0000b273df5785c70aaf7da9e776c7a1,1,1,236157,https://p.scdn.co/mp3-preview/79a59bfb0f42ec2e379928f31a92fc1b065c4880?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,AU2DY2300031,spotify:user:,2023-04-06T09:41:40Z,0.72,0.847,7,-6.469,1,0.0384,0.00174,0.0623,0.104,0.132,149.954,4,GM
spotify:track:0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),"spotify:artist:2wY79sveU1sp5g7SokKOiI, spotify:artist:3Xt3RrJMFv5SZkCfUE8C1J","Sam Smith, Kim Petras",spotify:album:3Uq1jNGnD412ZvCb6j2DKV,Gloria,spotify:artist:2wY79sveU1sp5g7SokKOiI,Sam Smith,1/27/2023,https://i.scdn.co/image/ab67616d0000b273fc3ff54493fcc890bcaa036c,1,6,156943,https://p.scdn.co/mp3-preview/19eee1dea8b5b4bdecb56a3b27306c72b889f3c7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,86,GBUM72205415,spotify:user:,2023-04-06T09:41:40Z,0.712,0.463,2,-7.399,1,0.0797,0.011,0.00000296,0.301,0.206,131.199,4,GM
spotify:track:5ZduaRci3iNUiDfJbBfAaf,Give It To Me - Full Vocal Mix,spotify:artist:21dVknSLCsK37cWozWDZZS,Matt Sassari,spotify:album:1jbRY71konakrKvDUiW7Rp,Give It To Me (Full Vocal Mix),spotify:artist:21dVknSLCsK37cWozWDZZS,Matt Sassari,10/22/2021,https://i.scdn.co/image/ab67616d0000b2736a1e9d7201b74142e2d47b69,1,1,102860,https://p.scdn.co/mp3-preview/50081928cfabde0d63a4d78f893542711259652d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,83,GBHAD2102631,spotify:user:,2023-04-06T09:41:40Z,0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,4,GM
spotify:track:7jYwZOptDPesQgzj7vhsEF,ONLY 4 LIFE - Remix,"spotify:artist:0VlrorDSkEbLK1D6VvMgd2, spotify:artist:1H2agrqo1Y8alTi5Wde6UG","Rubi, FABE BROWN",spotify:album:5u6snJ3UY2taF6tY1WZzQH,ONLY 4 LIFE (Remix),"spotify:artist:0VlrorDSkEbLK1D6VvMgd2, spotify:artist:1H2agrqo1Y8alTi5Wde6UG","Rubi, FABE BROWN",11/18/2022,https://i.scdn.co/image/ab67616d0000b2739efab50876de76548c1bce44,1,1,148800,https://p.scdn.co/mp3-preview/4315485f877c2bf1269a61978f9a7817d7628eae?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,DGA062240713,spotify:user:,2023-04-06T09:41:40Z,0.662,0.726,6,-6.786,1,0.0516,0.132,0,0.455,0.408,149.944,4,GM
spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M,Roller,spotify:artist:1qQLhymHXFPtP5U8KNKsm6,Apache 207,spotify:album:0IoleYbJxOgQLuZDkzyzPG,Platte,spotify:artist:1qQLhymHXFPtP5U8KNKsm6,Apache 207,10/25/2019,https://i.scdn.co/image/ab67616d0000b2730e579f4157261d692293055a,1,2,157093,https://p.scdn.co/mp3-preview/76a0354c31b6f943d791b1861480be89addc2407?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,73,DEQ321900164,spotify:user:,2023-04-06T09:41:40Z,0.941,0.758,10,-6.47,0,0.17,0.0256,0.00258,0.193,0.683,128.017,4,GM
spotify:track:4i81SNeu64liIEAytWqIOK,Juicy,spotify:artist:03Vz1qy4oauKKM9kJKy5DW,EAZ,spotify:album:4nM6Os9s6gzVzsp4dLiSmn,Juicy,spotify:artist:03Vz1qy4oauKKM9kJKy5DW,EAZ,3/17/2023,https://i.scdn.co/image/ab67616d0000b2731bb9fe613cd96ee55b2a981e,1,1,165066,https://p.scdn.co/mp3-preview/7bd6c895e752f45fe767dbe3c8472917df4a065d?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,68,CHUM72300089,spotify:user:,2023-04-06T09:41:40Z,0.8,0.67,9,-5.74,0,0.0671,0.156,0.000431,0.087,0.481,100.981,4,GM
spotify:track:2toCf2FDbTIdWriPI6kcsY,Ich hass dich,"spotify:artist:2kS9NyuATpYwjeB93h24H5, spotify:artist:36caCzfSrrL7a8Mvd1SuRr","Nina Chuba, Chapo102",spotify:album:1oMWwWSqcGxpn2YhsYkNt6,Glas,spotify:artist:2kS9NyuATpYwjeB93h24H5,Nina Chuba,2/24/2023,https://i.scdn.co/image/ab67616d0000b2739ac00fcabc982b2e03987247,1,16,192835,https://p.scdn.co/mp3-preview/b4c1b5d215cf9e90884c50c43f71228528c70d09?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,DEE862201571,spotify:user:,2023-04-06T09:41:40Z,0.82,0.679,8,-5.333,1,0.0875,0.482,0,0.105,0.516,145.026,4,GM
spotify:track:5xX2LYdXyx0Boa61rZOjq5,Beautiful Girl,spotify:artist:3CJKkU0XuElRT1z8rEtIYg,Luciano,spotify:album:7qNuJ1DoCy9au1vdip0f7o,Majestic,spotify:artist:3CJKkU0XuElRT1z8rEtIYg,Luciano,9/29/2022,https://i.scdn.co/image/ab67616d0000b27348064ef6df8fad8a52219c32,1,3,178453,https://p.scdn.co/mp3-preview/39259281460f03b1e184217780c21a93576c52b4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,DECE72201083,spotify:user:,2023-04-06T09:41:40Z,0.846,0.42,11,-8.659,0,0.104,0.296,0.00134,0.09,0.621,139.883,4,GM
spotify:track:373gDROnujxNTFa1FojYIl,Lost,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:album:7bN4OM5mtWq0UrAxdN6qMC,Lost,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2/10/2023,https://i.scdn.co/image/ab67616d0000b273fa981359e156d38403129fa8,1,1,199342,https://p.scdn.co/mp3-preview/effd763b0241c4973a3ebad491ac7fd13c93e6c5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,85,USWB12206229,spotify:user:,2023-04-06T09:41:40Z,0.596,0.798,0,-4.63,1,0.0285,0.00412,0,0.338,0.459,105.01,4,GM
spotify:track:3eGI9ETrSY2nU1hbsohC0H,Jede Nacht,"spotify:artist:2SveKtmknwwMpYJtuFkYZj, spotify:artist:3ZuBEj9ppJe8GSdKaMTfMN","Schubi AKpella, Nimo",spotify:album:4zqGsmCaqMllZLMQNCuNPT,Jede Nacht,"spotify:artist:2SveKtmknwwMpYJtuFkYZj, spotify:artist:3ZuBEj9ppJe8GSdKaMTfMN","Schubi AKpella, Nimo",3/16/2023,https://i.scdn.co/image/ab67616d0000b27342ec847c455f4a98d88a2958,1,1,146888,https://p.scdn.co/mp3-preview/ca22a0e60d8126472f8fe2ed48482a9ce5c05525?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,73,DEVY22100207,spotify:user:,2023-04-06T09:41:40Z,0.759,0.721,1,-5.832,1,0.0547,0.379,0.00411,0.105,0.489,100.1,4,GM
spotify:track:6BePGk3eCan4FqaW2X8Qy3,10:35,"spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:45dkTj5sMRSjrmBSBeiHym","Tiësto, Tate McRae",spotify:album:77wWx9sOCJiy0wcn0P44NO,10:35,"spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:45dkTj5sMRSjrmBSBeiHym","Tiësto, Tate McRae",11/3/2022,https://i.scdn.co/image/ab67616d0000b273999565cd8bea3f8f0985bb31,1,1,172252,https://p.scdn.co/mp3-preview/6e88ed9108e2c0c493903a7d280183d6d6855272?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,90,CYA112001130,spotify:user:,2023-04-06T09:41:40Z,0.696,0.793,8,-5.733,1,0.097,0.0683,0.00000378,0.18,0.698,120.003,4,GM
spotify:track:2hFOXN8Eq2gXIGGMIdHdWJ,Party Sahne,"spotify:artist:6CP5wWvO8oIxedESJNCN4H, spotify:artist:7uK2QScoOUkqq8tvtvBIL7, spotify:artist:2mkCm5VNJTplOKJxcDYMpa","Ski Aggu, Endzone, Ericson",spotify:album:4OBzAh7kXYVdeBp1LTrZwZ,2022 war film gewesen,spotify:artist:6CP5wWvO8oIxedESJNCN4H,Ski Aggu,12/1/2022,https://i.scdn.co/image/ab67616d0000b2736836bd13b1aaf59d06f75169,1,2,137847,https://p.scdn.co/mp3-preview/29bca3f9299e4811e33f6681e1fc055c54ecb4c5?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,72,DE1FB2200086,spotify:user:,2023-04-06T09:41:40Z,0.833,0.918,8,-6.397,1,0.092,0.0778,0.000026,0.574,0.846,135.942,4,GM
spotify:track:0V3wPSX9ygBnCm8psDIegu,Anti-Hero,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:album:151w1FgRZfnKZA9FEcg9Z3,Midnights,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,10/21/2022,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,1,3,200690,https://p.scdn.co/mp3-preview/8587a38f3496e9b17e33d89c322c4b69ba899d69?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,94,USUG12205736,spotify:user:,2023-04-06T09:41:40Z,0.637,0.643,4,-6.571,1,0.0519,0.13,0.0000018,0.142,0.533,97.008,4,GM
spotify:track:3zk8jIWMJFK14Mg1vzIxpP,Nix zu tun,"spotify:artist:1aS5tqEs9ci5P9KD9tZWa6, spotify:artist:5eioJDe26lOqkAMbuhzZYs, spotify:artist:2Z9KL8Zmqx5Sg3cd7Fldhl","Bonez MC, Gzuz, Olexesh",spotify:album:35FlLDRRcSvbzg3vhDyaBB,Nix zu tun,"spotify:artist:1aS5tqEs9ci5P9KD9tZWa6, spotify:artist:5eioJDe26lOqkAMbuhzZYs, spotify:artist:2Z9KL8Zmqx5Sg3cd7Fldhl","Bonez MC, Gzuz, Olexesh",3/16/2023,https://i.scdn.co/image/ab67616d0000b273f5a86a89faf81852dc284bd8,1,1,137828,https://p.scdn.co/mp3-preview/0313d145b825403b24ca330558a39c4e8a61367a?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,72,DECE72300469,spotify:user:,2023-04-06T09:41:40Z,0.808,0.628,1,-9.627,1,0.255,0.492,0.00789,0.114,0.421,131.967,4,GM
spotify:track:6y5LixQNwrWROFebIKQfFN,Jeden Tag mehr,spotify:artist:5ZY4M2aGiTaZQEP6HfqeJc,Montez,spotify:album:5eGek1JszhxfCliJx5LsnQ,Jeden Tag mehr,spotify:artist:5ZY4M2aGiTaZQEP6HfqeJc,Montez,2/23/2023,https://i.scdn.co/image/ab67616d0000b2734050ad32be2fb28b1e9ea6fe,1,1,164936,https://p.scdn.co/mp3-preview/c2c3640f82c9f23cba2f60b6873ebc20cf713a49?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,DEUM72300319,spotify:user:,2023-04-06T09:41:40Z,0.793,0.28,7,-9.82,1,0.333,0.866,0,0.109,0.673,165.9,4,GM
spotify:track:0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"spotify:artist:46pWGuE3dSwY3bMMXGBvVS, spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","Rema, Selena Gomez",spotify:album:2b2GHWESCWEuHiCZ2Skedp,Calm Down (with Selena Gomez),"spotify:artist:46pWGuE3dSwY3bMMXGBvVS, spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","Rema, Selena Gomez",8/25/2022,https://i.scdn.co/image/ab67616d0000b273a3a7f38ea2033aa501afd4cf,1,1,239317,https://p.scdn.co/mp3-preview/b61b32e2928081fc98d438fd8c72919ab4fb12a4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,95,NGA3B2214021,spotify:user:,2023-04-06T09:41:40Z,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4,GM
spotify:track:4Dvkj6JhhA12EX05fT7y2e,As It Was,spotify:artist:6KImCVD70vtIoJWnq6nGn3,Harry Styles,spotify:album:5r36AJ6VOJtp00oxSkBZ5h,Harry's House,spotify:artist:6KImCVD70vtIoJWnq6nGn3,Harry Styles,5/20/2022,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,1,4,167303,https://p.scdn.co/mp3-preview/c43dd07043b29e800c1a65b3a0102861fa3cf418?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,92,USSM12200612,spotify:user:,2023-04-06T09:41:40Z,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,GM
spotify:track:4hy7qTxsnyZUZoqo5RtaYq,Eyes Closed,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:6dhAJ4oigNFSv4paZnZHmW,Eyes Closed (Piano Version),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,3/23/2023,https://i.scdn.co/image/ab67616d0000b2731be19c9e8b8a33d71e8d25d1,1,2,194848,https://p.scdn.co/mp3-preview/7cd2576f2d27799fe8c515c4e0fc880870a5cc88?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,GBAHS2201304,spotify:user:,2023-04-06T09:41:40Z,0.777,0.526,2,-6.221,1,0.0645,0.302,0,0.105,0.389,107.071,4,GM
spotify:track:5qEGAHerczFt3HmL9lhh4j,Nachts wach (Lila Wolken Bootleg),"spotify:artist:76dRoxKtDwYkgCQePok9cU, spotify:artist:6ARKr2ZoLf9TDoQiZarJMt","Miksu / Macloud, makko",spotify:album:6VLivifFeh65jFqwXCAar3,Nachts wach,"spotify:artist:76dRoxKtDwYkgCQePok9cU, spotify:artist:6ARKr2ZoLf9TDoQiZarJMt","Miksu / Macloud, makko",8/26/2022,https://i.scdn.co/image/ab67616d0000b27382b8ecbfc85abb26405b4d85,1,1,158080,https://p.scdn.co/mp3-preview/fedc94b18fbf92b027b069155e8ee26ab126bcef?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,73,DEQ022291278,spotify:user:,2023-04-06T09:41:40Z,0.667,0.849,10,-4.4,0,0.124,0.165,0.000048,0.107,0.752,155.002,4,GM
spotify:track:2FZMqWofNW3jH2MoHjFYH3,Mary,spotify:artist:1E8mXBWN7AXZCOPYbOky4J,Jazeek,spotify:album:73DWY6i0JDzMs1Afz7e7U2,1709,spotify:artist:1E8mXBWN7AXZCOPYbOky4J,Jazeek,12/9/2022,https://i.scdn.co/image/ab67616d0000b27386f146cbd5d6daf6c0389a6c,1,1,178500,https://p.scdn.co/mp3-preview/d92cf5c6ed410e13a011e03a6c39f339fa077bb4?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,68,DECE72201775,spotify:user:,2023-04-06T09:41:40Z,0.814,0.501,1,-7.446,0,0.248,0.146,0.000528,0.103,0.411,99.01,4,GM
spotify:track:1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,SZA,spotify:album:1nrVofqDRs7cpWXJ49qTnP,SOS,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,SZA,12/8/2022,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5,1,2,153946,https://p.scdn.co/mp3-preview/4bd2dc84016f3743add7eea8b988407b1b900672?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,95,USRC12204584,spotify:user:,2023-04-06T09:41:40Z,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4,GM
spotify:track:7xaqxUl08zOg0YNUHokQpq,Sehnsucht,"spotify:artist:76dRoxKtDwYkgCQePok9cU, spotify:artist:3tQzzidoPfVifoURnDfgmD","Miksu / Macloud, t-low",spotify:album:1lIE5a9GgW0UN9BJ25UpyZ,Sehnsucht,"spotify:artist:76dRoxKtDwYkgCQePok9cU, spotify:artist:3tQzzidoPfVifoURnDfgmD","Miksu / Macloud, t-low",3/4/2022,https://i.scdn.co/image/ab67616d0000b27308149e5134b5001df415e38b,1,1,152826,https://p.scdn.co/mp3-preview/01d13e4e02cf19f4c510f4236873c923d53f8608?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,DEQ022280395,spotify:user:,2023-04-06T09:41:40Z,0.804,0.645,6,-7.069,0,0.0773,0.642,0,0.173,0.912,142.09,4,GM
